,2024-01-31,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Operating Revenue,11207303000.0,10208580000.0,8630889000.0,6151953000.0,
Gross Profit,4381100000.0,4044510000.0,3368554000.0,1949159000.0,
EBITDA,1930379000.0,1890583000.0,1575469000.0,663914000.0,
EBIT,1686539000.0,1649211000.0,1307009000.0,366142000.0,
Pretax Income,1695651000.0,1643544000.0,1295829000.0,231085000.0,
Net Income,1291005000.0,1242408000.0,985837000.0,175835000.0,
