,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Operating Revenue,7613626000.0,7468610000.0,5277169000.0,3476495000.0,
Gross Profit,1279983000.0,1263136000.0,909312000.0,689914000.0,
EBITDA,829664000.0,665293000.0,479386000.0,415476000.0,
EBIT,522624000.0,430734000.0,196617000.0,206358000.0,
Pretax Income,408525000.0,356468000.0,138464000.0,134484000.0,
Net Income,274187000.0,239968000.0,95248000.0,146703000.0,
