,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Operating Revenue,2976528000.0,3110279000.0,1963865000.0,1459271000.0,
Gross Profit,703823000.0,844648000.0,629318000.0,461359000.0,
EBITDA,142494000.0,231277000.0,230267000.0,198685000.0,
EBIT,85298000.0,181601000.0,190732000.0,166851000.0,
Pretax Income,81099000.0,177155000.0,187224000.0,163666000.0,
Net Income,34329000.0,93779000.0,169170000.0,140322000.0,
