,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Operating Revenue,3318602000.0,2619319000.0,2923377000.0,2711332000.0,
Gross Profit,1300679000.0,69858000.0,729954000.0,680673000.0,
EBITDA,1212249000.0,290547000.0,845169000.0,550151000.0,
EBIT,904255000.0,20823000.0,585269000.0,317226000.0,
Pretax Income,891290000.0,8598000.0,572162000.0,293190000.0,
Net Income,830777000.0,-44166000.0,468693000.0,398355000.0,
