,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Operating Revenue,58496000000.0,100330000000.0,81288000000.0,41651000000.0,
Gross Profit,33542000000.0,65986000000.0,50467000000.0,33167000000.0,
EBITDA,9557000000.0,41031000000.0,30793000000.0,13262000000.0,
EBIT,3267000000.0,35967000000.0,25602000000.0,8485000000.0,
Pretax Income,1058000000.0,34729000000.0,24311000000.0,7036000000.0,
Net Income,2119000000.0,31372000000.0,21979000000.0,9159000000.0,
