,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Operating Revenue,21365000000.0,17090000000.0,10958000000.0,6796000000.0,
Gross Profit,,,,,
EBITDA,7043000000.0,4921000000.0,2398000000.0,1565000000.0,
EBIT,6378000000.0,4314000000.0,1799000000.0,923000000.0,
Pretax Income,5481000000.0,3923000000.0,1465000000.0,567000000.0,
Net Income,4289000000.0,3058000000.0,1165000000.0,59000000.0,
