,2024-01-31,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Operating Revenue,34857000000.0,31352000000.0,26492000000.0,21252000000.0,
Gross Profit,26316000000.0,22992000000.0,19466000000.0,15814000000.0,
EBITDA,9958000000.0,5644000000.0,3846000000.0,3301000000.0,
EBIT,5999000000.0,1858000000.0,548000000.0,455000000.0,
Pretax Income,4950000000.0,660000000.0,1532000000.0,2561000000.0,
Net Income,4136000000.0,208000000.0,1444000000.0,4072000000.0,
