,2023-09-30,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Operating Revenue,15165000000.0,13804000000.0,12932000000.0,16785000000.0,
Gross Profit,7427000000.0,6306000000.0,5730000000.0,7009000000.0,
EBITDA,4038000000.0,3502000000.0,2689000000.0,3364000000.0,
EBIT,2987000000.0,2660000000.0,1927000000.0,2510000000.0,
Pretax Income,2726000000.0,2432000000.0,1762000000.0,2335000000.0,
Net Income,13219000000.0,3231000000.0,2303000000.0,1965000000.0,
