,2023-12-31,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Common Stock Equity,10771900000.0,10649800000.0,8979200000.0,5641600000.0,
Total Asset,,,,,
Long Term Debt,18320800000.0,14737500000.0,15346400000.0,16586600000.0,
Ordinary Shares Number,949379000.0,950182000.0,953653000.0,956590000.0,
